customer_id,transaction_id,amount,new_device_event,location_change_event,high_value_event
C00020,5,16.71,0,0,0
C00020,6,173.33,0,0,0
C00020,7,362.79,0,0,0
C00020,8,214.33,0,0,0
C00021,1,266.71,0,0,0
C00021,2,260.35,0,0,0
C00021,3,348.43,0,0,0
C00021,4,222.06,0,0,0
C00021,5,338.59,0,0,0
C00021,6,232.41,0,0,0
C00021,7,265.2,0,0,0
C00021,8,245.84,0,0,0
C00021,9,280.21,0,0,0
C00022,1,630.81,0,0,0
C00022,2,672.36,0,0,0
C00022,3,674.84,0,0,0
C00022,4,771.94,0,0,0
C00022,5,603.07,0,0,0
C00022,6,605.82,0,0,0
C00022,7,642.96,0,0,0
C00022,8,679.89,0,0,0
C00022,9,682.18,0,0,0
C00023,1,145.97,0,0,0
C00023,2,167.73,0,0,0
C00023,3,323.0,0,0,0
C00023,4,238.59,0,0,0
C00023,5,394.64,0,0,0
C00023,6,282.11,0,0,0
C00023,7,171.54,0,0,0
C00023,8,91.81,0,0,0
C00023,9,429.12,0,0,0
C00024,1,245.57,0,0,0
C00024,2,332.26,0,0,0
C00024,3,200.47,0,0,0
C00024,4,194.99,0,0,0
C00024,5,286.97,0,0,0
C00024,6,266.18,0,0,0
C00024,7,229.29,0,0,0
C00024,8,262.6,0,1,0
C00025,1,434.25,0,0,0
C00025,2,559.31,0,0,0
C00025,3,711.87,0,0,0
C00025,4,320.83,0,0,0
C00025,5,467.97,0,0,0
C00025,6,1004.95,0,0,0
C00025,7,714.77,0,0,0
C00025,8,595.62,0,0,0
C00025,9,498.21,0,0,0
C00026,1,765.98,0,0,0
C00026,2,456.17,0,0,0
C00026,3,549.65,0,0,0
C00026,4,595.92,0,0,0
C00026,5,363.39,0,0,0
C00026,6,471.33,0,0,0
C00026,7,904.43,0,0,0
C00026,8,553.51,0,0,0
C00026,9,565.49,0,0,0
C00027,1,530.53,0,0,0
C00027,2,7.64,0,0,0
C00027,3,415.32,0,0,0
C00027,4,599.01,0,0,0
C00027,5,362.07,0,0,0
C00027,6,650.57,1,0,0
C00028,1,194.57,0,0,0
C00028,2,283.13,0,0,0
C00028,3,317.52,0,0,0
C00028,4,253.03,0,0,0
C00028,5,210.58,0,0,0
C00028,6,244.63,0,0,0
C00028,7,217.06,0,0,0
C00028,8,178.9,0,0,0
C00028,9,337.68,0,0,0
C00028,10,199.55,0,0,0
C00029,1,572.11,0,0,0
C00029,2,471.06,0,0,0
C00029,3,550.07,0,0,0
C00029,4,339.09,0,0,0
C00029,5,280.24,0,0,0
C00029,6,290.02,0,0,0
C00029,7,411.72,0,0,0
C00029,8,331.11,0,0,0
C00029,9,304.79,0,0,0
C00030,1,1724.22,0,0,0
C00030,2,1139.82,0,0,0
C00030,3,2293.1,0,0,0
C00030,4,582.93,0,0,0
C00030,5,504.46,0,0,0
C00030,6,282.85,0,0,0
C00030,7,1013.81,0,0,0
C00030,8,1640.68,0,0,0
C00030,9,1576.62,0,0,0
C00031,1,434.96,0,0,0
C00031,2,392.96,0,0,0
C00031,3,289.14,0,0,0
C00031,4,339.15,0,0,0
C00031,5,398.36,0,0,0
C00031,6,261.63,0,0,0
C00031,7,239.7,0,0,0
C00032,1,269.33,0,0,0
C00032,2,248.0,0,0,0
C00032,3,283.22,0,0,0
C00032,4,210.7,0,0,0
C00032,5,261.85,0,0,0
C00032,6,235.14,0,0,0
C00032,7,237.69,0,0,0
C00032,8,256.5,0,0,0
C00033,1,65.34,0,0,0
C00033,2,201.22,0,0,0
C00033,3,207.8,0,0,0
C00033,4,272.91,0,0,0
C00033,5,160.13,0,0,0
C00033,6,262.21,0,0,0
C00033,7,130.13,0,0,0
C00033,8,227.23,0,0,0
C00034,1,149.9,0,0,0
C00034,2,529.26,0,0,0
C00034,3,225.74,0,0,0
C00034,4,371.58,0,0,0
C00034,5,414.63,0,0,0
C00034,6,522.23,0,0,0
C00034,7,465.08,0,0,0
C00034,8,452.16,0,0,0
C00034,9,567.79,0,0,0
C00035,1,289.93,0,0,0
C00035,2,345.33,0,0,0
C00035,3,300.13,0,0,0
C00035,4,185.7,0,0,0
C00035,5,413.3,0,0,0
C00035,6,294.07,0,0,0
C00035,7,290.5,0,0,0
C00035,8,326.54,0,0,0
C00035,9,267.69,0,0,0
C00036,1,229.35,0,0,0
C00036,2,235.24,0,0,0
C00036,3,279.99,0,0,0
C00036,4,230.27,0,0,0
C00036,5,349.83,0,0,0
C00036,6,253.26,0,0,0
C00036,7,307.5,0,0,0
C00036,8,319.7,0,0,0
C00036,9,340.26,0,0,0
C00037,1,308.24,0,0,0
C00037,2,326.19,0,0,0
C00037,3,77.33,0,0,0
C00037,4,515.96,0,0,0
C00037,5,304.58,0,0,0
C00037,6,180.54,0,0,0
C00037,7,772.77,0,0,0
C00037,8,448.79,0,1,0
C00038,1,339.61,0,0,0
C00038,2,113.34,0,0,0
C00038,3,304.1,0,0,0
C00038,4,209.01,0,0,0
C00038,5,0.31,0,0,0
C00038,6,173.78,0,0,0
C00038,7,141.85,0,0,0
C00038,8,191.9,0,0,0
C00038,9,193.21,0,0,0
C00039,1,381.17,0,0,0
C00039,2,320.73,0,0,0
C00039,3,431.58,0,0,0
C00039,4,411.35,0,0,0
C00039,5,451.27,0,0,0
C00039,6,312.78,0,0,0
C00039,7,460.0,0,0,0
C00039,8,456.45,0,0,0
C00039,9,348.1,0,0,0
C00040,1,266.31,0,0,0
C00040,2,310.78,0,0,0
C00040,3,208.96,0,0,0
C00040,4,352.82,0,0,0
C00040,5,490.06,0,0,0
C00040,6,277.56,0,0,0
C00040,7,157.36,0,0,0
C00040,8,212.32,0,0,0
C00040,9,371.98,0,0,0
C00041,1,316.22,0,0,0
C00041,2,317.75,0,0,0
C00041,3,291.68,0,0,0
C00041,4,327.51,0,0,0
C00041,5,409.91,0,0,0
C00041,6,328.6,0,0,0
C00041,7,365.62,0,1,0
C00042,1,349.0,0,0,0
C00042,2,519.8,0,0,0
C00042,3,385.51,0,0,0
C00042,4,427.47,0,0,0
C00042,5,447.7,0,0,0
C00042,6,372.98,0,0,0
C00042,7,563.88,0,0,0
C00042,8,379.46,0,0,0
C00042,9,406.81,0,0,0
C00043,1,97.44,0,0,0
C00043,2,405.26,0,0,0
C00043,3,291.03,0,0,0
C00043,4,222.45,0,0,0
C00043,5,405.11,0,0,0
C00043,6,519.77,0,0,0
C00043,7,129.3,0,0,0
C00043,8,232.91,0,0,0
C00043,9,161.35,0,0,0
C00044,1,133.65,0,0,0
C00044,2,438.27,0,0,0
C00044,3,313.73,0,0,0
C00044,4,98.25,0,0,0
C00044,5,289.23,0,0,0
C00044,6,106.56,0,0,0
C00044,7,164.12,0,0,0
C00044,8,263.32,0,0,0
C00044,9,314.8,0,0,0
C00044,10,322.06,0,0,0
C00045,1,642.07,0,0,0
C00045,2,655.53,0,0,0
C00045,3,648.73,0,0,0
C00045,4,713.59,0,0,0
C00045,5,528.5,0,0,0
C00045,6,455.28,0,0,0
C00045,7,636.04,0,0,0
C00045,8,827.81,0,0,0
C00045,9,508.35,1,0,0
C00046,1,560.5,0,0,0
C00046,2,600.28,0,0,0
C00046,3,610.03,0,0,0
C00046,4,617.4,0,0,0
C00046,5,546.12,0,0,0
C00046,6,617.57,0,0,0
C00046,7,620.03,0,0,0
C00046,8,525.86,0,0,0
C00046,9,528.5,0,0,0
C00047,1,899.7,0,0,0
C00047,2,735.07,0,0,0
C00047,3,291.63,0,0,0
C00047,4,369.58,0,0,0
C00047,5,218.66,0,0,0
C00047,6,74.99,0,0,0
C00047,7,275.57,0,0,0
C00048,1,702.02,0,0,0
C00048,2,845.13,0,0,0
C00048,3,309.26,0,0,0
C00048,4,622.64,0,0,0
C00048,5,692.07,0,0,0
C00048,6,698.16,0,0,0
C00048,7,777.9,0,0,0
C00048,8,778.27,0,0,0
C00049,1,124.35,0,0,0
C00049,2,744.92,0,0,0
C00049,3,720.12,0,0,0
C00049,4,442.28,0,0,0
C00049,5,234.08,0,0,0
C00049,6,96.76,0,0,0
C00049,7,455.87,0,0,0
C00049,8,179.13,0,0,0
C00049,9,278.12,0,0,0
C00050,1,200.13,0,0,0
C00050,2,181.77,0,0,0
C00050,3,181.48,0,0,0
C00050,4,136.89,0,0,0
C00050,5,250.3,0,0,0
C00050,6,198.23,0,0,0
C00050,7,210.26,0,0,0
C00050,8,300.92,0,0,0
C00050,9,158.11,0,0,0
C00050,10,193.85,1,0,0
C00051,1,368.76,0,0,0
C00051,2,380.24,0,0,0
C00051,3,317.01,0,0,0
C00051,4,348.76,0,0,0
C00051,5,187.72,0,0,0
C00051,6,272.27,0,0,0
C00051,7,377.46,0,0,0
C00051,8,313.41,0,0,0
C00051,9,331.47,0,0,0
C00052,1,327.92,0,0,0
C00052,2,353.9,0,0,0
C00052,3,197.71,0,0,0
C00052,4,250.33,0,0,0
C00052,5,178.1,0,0,0
C00052,6,308.54,0,0,0
C00052,7,108.88,0,0,0
C00052,8,351.62,0,0,0
C00052,9,223.05,0,0,0
C00053,1,444.88,0,0,0
C00053,2,439.39,0,0,0
C00053,3,616.88,0,0,0
C00053,4,539.21,0,0,0
C00053,5,376.72,0,0,0
C00053,6,474.96,0,0,0
C00053,7,277.07,0,0,0
C00053,8,226.4,0,0,0
C00054,1,405.62,0,0,0
C00054,2,175.81,0,0,0
C00054,3,235.19,0,0,0
C00054,4,249.05,0,0,0
C00054,5,393.23,0,0,0
C00054,6,425.9,0,0,0
C00054,7,223.59,0,0,0
C00054,8,183.88,0,0,0
C00054,9,101.39,0,0,0
C00055,1,162.53,0,0,0
C00055,2,234.51,0,0,0
C00055,3,124.81,0,0,0
C00055,4,290.79,0,0,0
C00055,5,268.85,0,0,0
C00055,6,141.43,0,0,0
C00055,7,221.92,0,0,0
C00055,8,218.72,0,0,0
C00056,1,264.2,0,0,0
C00056,2,446.01,0,0,0
C00056,3,513.66,0,0,0
C00056,4,350.4,0,0,0
C00056,5,402.9,0,0,0
C00056,6,273.31,0,0,0
C00056,7,543.73,0,0,0
C00056,8,349.24,0,0,0
C00056,9,617.7,0,0,0
C00057,1,826.44,0,0,0
C00057,2,1082.37,0,0,0
C00057,3,869.43,0,0,0
C00057,4,899.55,0,0,0
C00057,5,1162.51,0,0,0
C00057,6,933.63,0,0,0
C00057,7,1266.26,0,0,0
C00057,8,1096.73,0,0,0
C00058,1,275.56,0,0,0
C00058,2,334.49,0,0,0
C00058,3,265.91,0,0,0
C00058,4,297.6,0,0,0
C00058,5,247.53,0,0,0
C00058,6,345.78,0,0,0
C00058,7,317.6,0,0,0
C00058,8,287.71,0,0,0
C00059,1,556.12,0,0,0
C00059,2,982.62,0,0,0
C00059,3,416.65,0,0,0
C00059,4,627.73,0,0,0
C00059,5,558.97,0,0,0
C00059,6,424.58,0,0,0
C00059,7,855.33,0,0,0
C00060,1,131.68,0,0,0
C00060,2,196.92,0,0,0
C00060,3,139.07,0,0,0
C00060,4,104.66,0,0,0
C00060,5,122.73,0,0,0
C00060,6,125.73,0,0,0
C00060,7,114.19,0,0,0
C00060,8,200.63,1,0,0
C00061,1,230.3,0,0,0
C00061,2,431.51,0,0,0
C00061,3,211.41,0,0,0
C00061,4,398.4,0,0,0
C00061,5,217.62,0,0,0
C00061,6,350.88,0,0,0
C00061,7,342.86,0,0,0
C00061,8,285.53,0,0,0
C00061,9,363.23,0,0,0
C00061,10,277.98,0,0,0
C00062,1,416.4,0,0,0
C00062,2,358.47,0,0,0
C00062,3,361.3,0,0,0
C00062,4,397.06,0,0,0
C00062,5,365.09,0,0,0
C00062,6,294.04,0,0,0
C00062,7,271.02,0,0,0
C00062,8,390.42,0,0,0
C00062,9,441.73,1,0,0
C00063,1,420.91,0,0,0
C00063,2,217.14,0,0,0
C00063,3,244.29,0,0,0
C00063,4,257.36,0,0,0
C00063,5,344.77,0,0,0
C00063,6,532.4,0,0,0
C00063,7,334.58,0,0,0
C00063,8,179.24,0,0,0
C00063,9,394.69,0,1,0
C00064,1,849.8,0,0,0
C00064,2,425.51,0,0,0
C00064,3,757.09,0,0,0
C00064,4,41.75,0,0,0
C00064,5,718.88,0,0,0
C00064,6,146.28,0,0,0
C00064,7,448.5,0,0,0
C00064,8,542.74,0,0,0
C00064,9,843.78,0,0,0
C00064,10,426.26,0,0,0
C00065,1,655.52,0,0,0
C00065,2,858.24,0,0,0
C00065,3,149.49,0,0,0
C00065,4,1344.01,0,0,0
C00065,5,1240.87,0,0,0
C00065,6,822.44,0,0,0
C00065,7,1086.13,0,0,0
C00065,8,906.9,0,0,0
C00066,1,282.34,0,0,0
C00066,2,229.37,0,0,0
C00066,3,250.66,0,0,0
C00066,4,257.07,0,0,0
C00066,5,272.72,0,0,0
C00066,6,147.74,0,0,0
C00066,7,215.72,0,0,0
C00067,1,412.63,0,0,0
C00067,2,375.8,0,0,0
C00067,3,381.79,0,0,0
C00067,4,371.33,0,0,0
C00067,5,401.5,0,0,0
C00067,6,336.57,0,0,0
C00067,7,420.51,0,0,0
C00067,8,348.74,0,0,0
C00067,9,384.46,0,0,0
C00067,10,320.87,0,0,0
C00068,1,426.72,0,0,0
C00068,2,847.42,0,0,0
C00068,3,597.66,0,0,0
C00068,4,493.93,0,0,0
C00068,5,988.24,0,0,0
C00068,6,432.66,0,0,0
C00068,7,603.19,0,0,0
C00068,8,746.4,0,0,0
C00069,1,168.08,0,0,0
C00069,2,188.04,0,0,0
C00069,3,509.06,0,0,0
C00069,4,533.66,0,0,0
C00069,5,677.95,0,0,0
C00069,6,346.23,0,0,0
C00069,7,119.25,0,1,0
C00070,1,121.34,0,0,0
C00070,2,320.9,0,0,0
C00070,3,490.05,0,0,0
C00070,4,319.04,0,0,0
C00070,5,334.28,0,0,0
C00070,6,231.46,0,0,0
C00070,7,135.55,0,0,0
C00070,8,253.18,0,0,0
C00070,9,267.57,0,0,0
C00071,1,311.36,0,0,0
C00071,2,504.19,0,0,0
C00071,3,658.78,0,0,0
C00071,4,460.25,0,0,0
C00071,5,690.13,0,0,0
C00071,6,273.43,0,0,0
C00071,7,276.9,0,1,0
C00072,1,523.64,0,0,0
C00072,2,459.08,0,0,0
C00072,3,525.0,0,0,0
C00072,4,27.68,0,0,0
C00072,5,254.54,0,0,0
C00072,6,330.76,0,0,0
C00072,7,130.12,0,0,0
C00072,8,24.34,1,0,0
C00073,1,646.19,0,0,0
C00073,2,310.47,0,0,0
C00073,3,409.12,0,0,0
C00073,4,228.81,0,0,0
C00073,5,330.29,0,0,0
C00073,6,90.34,0,0,0
C00073,7,623.2,0,0,0
C00074,1,444.11,0,0,0
C00074,2,471.26,0,0,0
C00074,3,448.29,0,0,0
C00074,4,455.4,0,0,0
C00074,5,414.38,0,0,0
C00074,6,332.48,0,0,0
C00074,7,538.32,0,0,0
C00074,8,379.22,0,0,0
C00075,1,175.56,0,0,0
C00075,2,316.76,0,0,0
C00075,3,347.58,0,0,0
C00075,4,245.41,0,0,0
C00075,5,257.11,0,0,0
C00075,6,323.1,0,0,0
C00075,7,230.2,0,0,0
C00075,8,195.08,0,0,0
C00075,9,307.97,0,0,0
C00076,1,262.26,0,0,0
C00076,2,398.61,0,0,0
C00076,3,315.63,0,0,0
C00076,4,218.32,0,0,0
C00076,5,249.6,0,0,0
C00076,6,185.7,0,0,0
C00076,7,176.94,0,0,0
C00076,8,317.3,0,0,0
C00077,1,562.92,0,0,0
C00077,2,574.25,0,0,0
C00077,3,494.32,0,0,0
C00077,4,563.56,0,0,0
C00077,5,547.35,0,0,0
C00077,6,464.14,0,0,0
C00077,7,584.68,0,0,0
C00077,8,542.41,0,0,0
C00078,1,898.81,0,0,0
C00078,2,476.97,0,0,0
C00078,3,436.44,0,0,0
C00078,4,407.0,0,0,0
C00078,5,575.25,0,0,0
C00078,6,833.75,0,0,0
C00078,7,990.03,0,0,0
C00078,8,388.56,0,0,0
C00078,9,289.74,0,0,0
C00079,1,810.58,0,0,0
C00079,2,770.63,0,0,0
C00079,3,500.19,0,0,0
C00079,4,587.49,0,0,0
C00079,5,893.08,0,0,0
C00079,6,709.76,0,0,0
C00080,1,564.0,0,0,0
C00080,2,578.49,0,0,0
C00080,3,543.89,0,0,0
C00080,4,653.46,0,0,0
C00080,5,386.84,0,0,0
C00080,6,578.18,0,0,0
C00080,7,673.6,0,0,0
C00080,8,661.28,0,0,0
C00081,1,340.66,0,0,0
C00081,2,427.16,0,0,0
C00081,3,474.29,0,0,0
C00081,4,18.64,0,0,0
C00081,5,128.02,0,0,0
C00081,6,294.18,0,0,0
C00081,7,461.0,0,0,0
C00081,8,325.76,0,0,0
C00081,9,67.5,1,0,0
C00082,1,348.19,0,0,0
C00082,2,342.57,0,0,0
C00082,3,336.39,0,0,0
C00082,4,391.32,0,0,0
C00082,5,175.75,0,0,0
C00082,6,297.94,0,0,0
C00082,7,525.32,0,0,0
C00082,8,230.45,0,0,0
C00082,9,360.34,0,0,0
C00082,10,498.75,1,0,0
C00083,1,360.82,0,0,0
C00083,2,275.47,0,0,0
C00083,3,364.48,0,0,0
C00083,4,255.92,0,0,0
C00083,5,379.92,0,0,0
C00083,6,507.86,0,0,0
C00083,7,443.85,0,0,0
C00083,8,353.28,0,0,0
C00084,1,232.48,0,0,0
C00084,2,497.26,0,0,0
C00084,3,522.35,0,0,0
C00084,4,348.72,0,0,0
C00084,5,397.1,0,0,0
C00084,6,409.92,0,0,0
C00084,7,420.95,0,0,0
C00084,8,415.95,0,0,0
C00085,1,573.35,0,0,0
C00085,2,347.19,0,0,0
C00085,3,87.88,0,0,0
C00085,4,321.43,0,0,0
C00085,5,425.7,0,0,0
C00085,6,497.5,0,0,0
C00085,7,500.66,0,0,0
C00085,8,353.72,0,0,0
C00085,9,96.77,1,0,0
C00086,1,301.33,0,0,0
C00086,2,304.67,0,0,0
C00086,3,324.6,0,0,0
C00086,4,282.69,0,0,0
C00086,5,345.13,0,0,0
C00086,6,228.51,0,0,0
C00086,7,380.19,0,0,0
C00086,8,292.38,0,0,0
C00086,9,287.22,0,0,0
C00086,10,488.44,0,0,0
C00087,1,551.85,0,0,0
C00087,2,233.11,0,0,0
C00087,3,595.69,0,0,0
C00087,4,216.31,0,0,0
C00087,5,508.37,0,0,0
C00087,6,318.72,0,0,0
C00087,7,172.14,0,0,0
C00087,8,294.89,0,0,0
C00087,9,522.48,0,0,0
C00088,1,496.05,0,0,0
C00088,2,300.47,0,0,0
C00088,3,401.54,0,0,0
C00088,4,173.99,0,0,0
C00088,5,465.7,0,0,0
C00088,6,549.43,0,0,0
C00088,7,424.6,0,0,0
C00088,8,4.78,0,0,0
C00088,9,225.85,0,0,0
C00089,1,493.02,0,0,0
C00089,2,669.31,0,0,0
C00089,3,571.76,0,0,0
C00089,4,662.74,0,0,0
C00089,5,388.22,0,0,0
C00089,6,620.34,0,0,0
C00089,7,642.51,0,0,0
C00089,8,773.19,0,0,0
C00089,9,525.29,0,0,0
C00090,1,330.69,0,0,0
C00090,2,528.77,0,0,0
C00090,3,585.83,0,0,0
C00090,4,246.06,0,0,0
C00090,5,535.51,0,0,0
C00090,6,307.4,0,0,0
C00090,7,276.38,0,0,0
C00090,8,453.15,0,0,0
C00091,1,197.86,0,0,0
C00091,2,177.72,0,0,0
C00091,3,241.43,0,0,0
C00091,4,208.65,0,0,0
C00091,5,134.97,0,0,0
C00091,6,246.9,0,0,0
C00091,7,147.35,0,0,0
C00091,8,225.37,0,0,0
C00091,9,243.44,0,0,0
C00092,1,46.39,0,0,0
C00092,2,322.31,0,0,0
C00092,3,139.99,0,0,0
C00092,4,165.6,0,0,0
C00092,5,66.32,0,0,0
C00092,6,78.28,0,0,0
C00092,7,209.25,0,0,0
C00092,8,303.62,0,0,0
C00092,9,253.54,0,0,0
C00092,10,150.75,1,1,0
C00093,1,279.03,0,0,0
C00093,2,309.3,0,0,0
C00093,3,346.3,0,0,0
C00093,4,346.8,0,0,0
C00093,5,259.76,0,0,0
C00093,6,357.81,0,0,0
C00093,7,346.9,0,0,0
C00093,8,196.47,0,0,0
C00093,9,271.68,0,0,0
C00094,1,28.36,0,0,0
C00094,2,190.82,0,0,0
C00094,3,66.53,0,0,0
C00094,4,101.84,0,0,0
C00094,5,110.19,0,0,0
C00094,6,0.17,0,0,0
C00094,7,204.81,1,1,0
C00095,1,214.08,0,0,0
C00095,2,164.81,0,0,0
C00095,3,208.2,0,0,0
C00095,4,313.37,0,0,0
C00095,5,239.69,0,0,0
C00095,6,164.76,0,0,0
C00095,7,264.36,0,0,0
C00095,8,297.3,0,0,0
C00096,1,292.98,0,0,0
C00096,2,79.82,0,0,0
C00096,3,64.59,0,0,0
C00096,4,53.96,0,0,0
C00096,5,269.57,0,0,0
C00096,6,185.01,0,0,0
C00096,7,161.78,0,0,0
C00096,8,334.48,1,0,0
C00097,1,105.85,0,0,0
C00097,2,35.48,0,0,0
C00097,3,206.54,0,0,0
C00097,4,511.14,0,0,0
C00097,5,264.98,0,0,0
C00097,6,788.01,0,0,0
C00097,7,262.57,0,0,0
C00097,8,431.05,0,0,0
C00098,1,721.6,0,0,0
C00098,2,475.83,0,0,0
C00098,3,689.59,0,0,0
C00098,4,511.89,0,0,0
C00098,5,239.15,0,0,0
C00098,6,444.98,0,0,0
C00099,1,117.03,0,0,0
C00099,2,231.92,0,0,0
C00099,3,96.92,0,0,0
C00099,4,201.02,0,0,0
C00099,5,242.34,0,0,0
C00099,6,90.95,0,0,0
C00099,7,293.72,0,0,0
C00099,8,75.4,0,0,0
C00099,9,212.63,0,0,0
C00099,10,216.86,0,0,0
C00100,1,130.2,0,0,0
C00100,2,131.27,0,0,0
C00100,3,262.13,0,0,0
C00100,4,56.43,0,0,0
C00100,5,353.22,0,0,0
C00100,6,281.51,0,0,0
C00100,7,252.52,0,0,0
C00100,8,560.53,0,0,0
C00100,9,152.72,0,0,0
C00101,1,1406.16,0,0,0
C00101,2,1379.32,0,0,0
C00101,3,1262.53,0,0,0
C00101,4,1006.43,0,0,0
C00101,5,314.94,0,0,0
C00101,6,873.05,0,0,0
C00101,7,1204.1,0,0,0
C00101,8,1492.96,0,0,0
C00101,9,873.86,0,0,0
C00102,1,491.58,0,0,0
C00102,2,257.76,0,0,0
C00102,3,307.23,0,0,0
C00102,4,314.71,0,0,0
C00102,5,270.18,0,0,0
C00102,6,177.78,0,0,0
